lr-AdamW,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch
,799,0.8159430623054504,0.8967187404632568,0.9734374284744263,2.1557812690734863,57
0.0009678211818037384,812,,,,,
0.0009667148451045218,826,,,,,
0.0009655904780852416,840,,,,,
,849,0.8531425595283508,0.8879687786102295,0.9670312404632568,2.212656259536743,60
0.0009644481251339824,854,,,,,
0.0009632878313488827,868,,,,,
0.0009621096425363546,882,,,,,
0.0009609136052092748,896,,,,,
,899,0.8382027745246887,0.8943750262260437,0.9703124761581421,2.2992186546325684,64
0.000959699766585149,910,,,,,
0.0009584681745842479,924,,,,,
0.0009572188778277147,938,,,,,
,949,0.7956555485725403,0.9021875262260437,0.9709374904632568,2.320937395095825,67
0.0009559519256356462,952,,,,,
0.0009546673680251456,966,,,,,
0.0009533652557083479,980,,,,,
0.0009520456400904177,994,,,,,
,999,0.7190117835998535,0.9189062714576721,0.9767187237739563,1.7198436260223389,71
0.0009507085732675202,1008,,,,,
0.0009493541080247641,1022,,,,,
0.0009479822978341177,1036,,,,,
,1049,0.7263768911361694,0.9129686951637268,0.9767187237739563,1.8245313167572021,74
0.0009465931968522986,1050,,,,,
0.0009451868599186352,1064,,,,,
0.0009437633425529014,1078,,,,,
0.0009423227009531255,1092,,,,,
,1099,0.7046331167221069,0.9225000143051147,0.9781249761581421,2.0275001525878906,78
0.0009408649919933709,1106,,,,,
0.0009393902732214915,1120,,,,,
0.0009378986028568592,1134,,,,,
0.0009363900397880659,1148,,,,,
,1149,0.6854272484779358,0.9239062666893005,0.9800000190734863,1.5114061832427979,82
0.0009348646435705984,1162,,,,,
0.0009333224744244875,1176,,,,,
0.0009317635932319308,1190,,,,,
,1199,0.6759046316146851,0.9260936975479126,0.98046875,1.7162500619888306,85
0.000930188061534888,1204,,,,,
0.0009285959415326529,1218,,,,,
0.0009269872960793973,1232,,,,,
0.000925362188681689,1246,,,,,
,1249,0.6367777585983276,0.9312499761581421,0.9840624332427979,1.5867187976837158,89
0.0009237206834959856,1260,,,,,
0.0009220628453261011,1274,,,,,
0.0009203887396206477,1288,,,,,
,1299,0.561474084854126,0.9514063000679016,0.9865624308586121,1.3542187213897705,92
0.000918698432470452,1302,,,,,
0.0009169919906059464,1316,,,,,
0.0009152694813945334,1330,,,,,
0.0009135309728379276,1344,,,,,
,1349,0.6026942133903503,0.9439062476158142,0.9864062070846558,1.5254687070846558,96
0.0009117765335694698,1358,,,,,
0.0009100062328514184,1372,,,,,
0.0009082201405722142,1386,,,,,
,1399,0.622321367263794,0.9373437762260437,0.9851561784744263,1.435937523841858,99
0.0009064183272437224,1400,,,,,
0.0009046008639984479,1414,,,,,
0.0009027678225867277,1428,,,,,
0.000900919275373898,1442,,,,,
,1449,0.5858385562896729,0.9462499618530273,0.9873437285423279,1.7384374141693115,103
0.0008990552953374374,1456,,,,,
0.0008971759560640864,1470,,,,,
0.0008952813317469414,1484,,,,,
0.0008933714971825263,1498,,,,,
,1499,0.5798688530921936,0.9465624094009399,0.9856249690055847,1.58984375,107
0.0008914465277678397,1512,,,,,
0.0008895064994973778,1526,,,,,
0.0008875514889601348,1540,,,,,
,1549,0.5613505244255066,0.9498437643051147,0.9881249666213989,1.6446876525878906,110
0.0008855815733365796,1554,,,,,
0.0008835968303956077,1568,,,,,
0.000881597338491472,1582,,,,,
0.0008795831765606892,1596,,,,,
,1599,0.5353310108184814,0.9560937285423279,0.9892187118530273,1.5143749713897705,114
0.0008775544241189235,1610,,,,,
0.0008755111612578476,1624,,,,,
0.0008734534686419805,1638,,,,,
,1649,0.507540225982666,0.9542187452316284,0.9924999475479126,1.1565624475479126,117
0.0008713814275055035,1652,,,,,
0.0008692951196490528,1666,,,,,
0.00086719462743649,1680,,,,,
0.0008650800337916512,1694,,,,,
,1699,0.5086715221405029,0.9581249952316284,0.9876562356948853,1.4912501573562622,121
0.0008629514221950727,1708,,,,,
0.0008608088766806956,1722,,,,,
0.0008586524818325483,1736,,,,,
,1749,0.5247817635536194,0.9554687142372131,0.9893749356269836,1.420937418937683,124
0.0008564823227814065,1750,,,,,
0.0008542984852014344,1764,,,,,
0.0008521010553068,1778,,,,,
0.0008498901198482728,1792,,,,,
,1799,0.484824538230896,0.9595311880111694,0.9921875,1.1706249713897705,128
0.0008476657661097991,1806,,,,,
0.0008454280819050558,1820,,,,,
0.0008431771555739837,1834,,,,,
0.0008409130759793003,1848,,,,,
,1849,0.48463478684425354,0.9592186808586121,0.9893749952316284,1.5521875619888306,132
0.0008386359325029912,1862,,,,,
0.0008363458150427816,1876,,,,,
0.0008340428140085876,1890,,,,,
,1899,0.4490899443626404,0.9714062213897705,0.9939062595367432,1.2298437356948853,135
0.0008317270203189469,1904,,,,,
0.0008293985253974289,1918,,,,,
0.000827057421169026,1932,,,,,
0.0008247038000565246,1946,,,,,
,1949,0.4645170271396637,0.9640624523162842,0.9906249046325684,1.4300000667572021,139
0.0008223377549768562,1960,,,,,
0.0008199593793374293,1974,,,,,
0.0008175687670324415,1988,,,,,
,1999,0.45466509461402893,0.9682812690734863,0.9937499761581421,1.3290624618530273,142
0.0008151660124391735,2002,,,,,
0.0008127512104142621,2016,,,,,
0.0008103244562899568,2030,,,,,
0.0008078858458703549,2044,,,,,
,2049,0.45205217599868774,0.9670311808586121,0.9931250214576721,1.1242188215255737,146
0.0008054354754276204,2058,,,,,
0.0008029734416981826,2072,,,,,
0.0008004998418789174,2086,,,,,
,2099,0.4323141574859619,0.9685937166213989,0.9945312142372131,1.1065624952316284,149
0.0007980147736233102,2100,,,,,
0.0007955183350376006,2114,,,,,
0.0007930106246769093,2128,,,,,
0.0007904917415413477,2142,,,,,
,2149,0.4502405524253845,0.9673437476158142,0.9910937547683716,1.2923437356948853,153
0.000787961785072109,2156,,,,,
0.0007854208551475422,2170,,,,,
0.0007828690520792104,2184,,,,,
0.000780306476607929,2198,,,,,
,2199,0.4305426776409149,0.9700000286102295,0.9921874403953552,1.3468749523162842,157
0.00077773322989979,2212,,,,,
0.0007751494135421673,2226,,,,,
0.0007725551295397065,2240,,,,,
,2249,0.43054333329200745,0.9684374332427979,0.9945312738418579,1.1232812404632568,160
0.0007699504803102979,2254,,,,,
0.0007673355686810331,2268,,,,,
0.0007647104978841457,2282,,,,,
0.0007620753715529365,2296,,,,,
,2299,0.3969922363758087,0.9764062166213989,0.9962499737739563,1.1304688453674316,164
0.0007594302937176802,2310,,,,,
0.000756775368801521,2324,,,,,
0.0007541107016163488,2338,,,,,
,2349,0.40717118978500366,0.9721875786781311,0.9942188262939453,1.1881248950958252,167
0.0007514363973586611,2352,,,,,
0.0007487525616054111,2366,,,,,
0.0007460593003098387,2380,,,,,
0.0007433567197972884,2394,,,,,
,2399,0.4134146571159363,0.9720312356948853,0.9946874380111694,1.1257812976837158,171
0.0007406449267610113,2408,,,,,
0.000737924028257953,2422,,,,,
0.0007351941317045275,2436,,,,,
,2449,0.410432904958725,0.9696874618530273,0.9934374690055847,1.4028123617172241,174
0.0007324553448723762,2450,,,,,
0.0007297077758841142,2464,,,,,
0.00072695153320906,2478,,,,,
0.0007241867256589554,2492,,,,,
,2499,0.3980337977409363,0.9739062190055847,0.9940624833106995,1.1296875476837158,178
0.0007214134623836682,2506,,,,,
0.0007186318528668838,2520,,,,,
0.0007158420069217833,2534,,,,,
0.0007130440346867075,2548,,,,,
,2549,0.3989567160606384,0.9759374260902405,0.9953124523162842,1.0971875190734863,182
0.0007102380466208093,2562,,,,,
0.000707424153499693,2576,,,,,
0.0007046024664110409,2590,,,,,
,2599,0.38120707869529724,0.97718745470047,0.9948437213897705,1.1387500762939453,185
0.0007017730967502276,2604,,,,,
0.0006989361562159225,2618,,,,,
0.0006960917568056809,2632,,,,,
0.0006932400108115204,2646,,,,,
,2649,0.3474735617637634,0.9829686284065247,0.997499942779541,1.0671875476837158,189
0.0006903810308154905,2660,,,,,
0.0006875149296852257,2674,,,,,
0.0006846418205694911,2688,,,,,
,2699,0.36538273096084595,0.9785938262939453,0.9956250190734863,1.329062581062317,192
0.0006817618168937152,2702,,,,,
0.0006788750323555118,2716,,,,,
0.0006759815809201913,2730,,,,,
0.0006730815768162619,2744,,,,,
,2749,0.374891459941864,0.97593754529953,0.99546879529953,1.0903124809265137,196
0.0006701751345309204,2758,,,,,
0.0006672623688055311,2772,,,,,
0.0006643433946310978,2786,,,,,
,2799,0.3689613342285156,0.9760937690734863,0.99609375,1.0709375143051147,199
0.0006614183272437228,2800,,,,,
0.0006584872821200578,2814,,,,,
0.0006555503749727456,2828,,,,,
0.0006526077217458518,2842,,,,,
,2849,0.32954442501068115,0.9828125238418579,0.9956248998641968,1.097812533378601,203
0.0006496594386102869,2856,,,,,
0.000646705641959221,2870,,,,,
0.000643746448403488,2884,,,,,
0.0006407819747669827,2898,,,,,
,2899,0.3818095624446869,0.9723438024520874,0.99546879529953,1.1281249523162842,207
0.000637812338082048,2912,,,,,
0.0006348376555848559,2926,,,,,
0.0006318580447107774,2940,,,,,
,2949,0.33857011795043945,0.981249988079071,0.9962499737739563,1.064062476158142,210
0.0006288736230897483,2954,,,,,
0.0006258845085416238,2968,,,,,
0.000622890819071528,2982,,,,,
0.0006198926728651953,2996,,,,,
,2999,0.32248950004577637,0.9845312237739563,0.9979687333106995,1.0399999618530273,214
0.0006168901882843045,3010,,,,,
0.0006138834838618054,3024,,,,,
0.0006108726782972404,3038,,,,,
,3049,0.3545856177806854,0.9785937070846558,0.9951562285423279,1.0854687690734863,217
0.000607857890452058,3052,,,,,
0.00060483923934492,3066,,,,,
0.0006018168441470035,3080,,,,,
0.0005987908241772958,3094,,,,,
,3099,0.346057653427124,0.9801562428474426,0.99671870470047,1.0628125667572021,221
0.0005957612988978839,3108,,,,,
0.0005927283879092381,3122,,,,,
0.0005896922109454915,3136,,,,,
,3149,0.34675392508506775,0.9787499904632568,0.9954687356948853,1.08984375,224
0.0005866528878697117,3150,,,,,
0.0005836105386691695,3164,,,,,
0.0005805652834506022,3178,,,,,
0.0005775172424354713,3192,,,,,
,3199,0.3300539553165436,0.9817187190055847,0.9975000023841858,1.0490624904632568,228
0.000574466535955217,3206,,,,,
0.0005714132844465076,3220,,,,,
0.0005683576084464847,3234,,,,,
0.0005652996285880045,3248,,,,,
,3249,0.3166775107383728,0.984375,0.9982812404632568,1.0376561880111694,232
